,,0x01,0101,心跳挂起/激活,,,,,,,,,,C281（H15T）燃油基础款\C281-RDE\C281-RED-PHEV\C281ICA1ICE\C281PHEV\S401-MCA2\S311 MCA\S311ICA5\C301-MCA\C589\C589-1\S311MCA-IGUF\C589_IGUF\C589-RU\S311ICA5-G\C301-G\C281ICA1PHEV\S203ICA1PHEV\C589PHEV\C589-2\C589ICA1\S203-2\C281-3\C589-G2\S203-G\G393\C589EV\CD569-PHEV\CD569PHEV-ICA\CD569-DA\CD569-1\CD569-2\S202-ICA\S203\S203SVP\S203-1\S203ICA1-ICE\S311PHEV\C211-MCA-rr\S111 MCA 2022年年度款\S111-ICA2-RDE\C211-ICA-2（短平快）\C301-ICA2\S301-MCA\S301-MCA-2\S302-ICA2\S111-G\S111-MX,Master\281MCA2\C928\C928G\C318,,,,,否,,,MPU,,√,MPU_HEARTBEAT_ALIVE,,,,,,,,,,,,,,,
,,0x02,0102,RPC心跳控制,,,,,,,,1,0关闭心跳；1开启心跳,,,,,,,否,,,MPU,IP,√,,,,,,,,,,,,,,,,
0x02,诊断信息,0x00,0200,MPU 获取故障码,,,,,,,,,,C281ICA1PHEV\S203ICA1PHEV\C589PHEV\C589-2\C589ICA1\S203-2\C281-3\C589-G2\S203-G\G393\C589EV\CD569-PHEV\CD569PHEV-ICA\CD569-DA\CD569-1\CD569-2\S202-ICA\S203\S203SVP\S203-1\S203ICA1-ICE\S311PHEV\C211-MCA-rr\S111 MCA 2022年年度款\S111-ICA2-RDE\C211-ICA-2（短平快）\C301-ICA2\S301-MCA\S301-MCA-2\S302-ICA2\S111-G\S111-MX,Master\281MCA2\C928\C928G\C318,,,,,,,,MPU,,√,MPU_GET_ERROR_CODE,,,,,,,,,,,,,,,
,,0x01,0201,MCU 发送故障码,,,,,,,,,,C281ICA1PHEV\S203ICA1PHEV\C589PHEV\C589-2\C589ICA1\S203-2\C281-3\C589-G2\S203-G\G393\C589EV\CD569-PHEV\CD569PHEV-ICA\CD569-DA\CD569-1\CD569-2\S202-ICA\S203\S203SVP\S203-1\S203ICA1-ICE\S311PHEV,Master\281MCA2\C928\C928G\C318,,,,,,,,MCU,,√,MCU_ERROR_CODE,,,,,,,,,,,,,,,
,,0x02,0202,MPU 发送故障码,,,,,,,,,,C281ICA1PHEV\S203ICA1PHEV\C589PHEV\C589-2\C589ICA1\S203-2\C281-3\C589-G2\S203-G\G393\C589EV\CD569-PHEV\CD569PHEV-ICA\CD569-DA\CD569-1\CD569-2\S202-ICA\S203\S203SVP\S203-1\S203ICA1-ICE\S311PHEV\C211-MCA-rr\S111 MCA 2022年年度款\S111-ICA2-RDE\C211-ICA-2（短平快）\C301-ICA2\S301-MCA\S301-MCA-2\S302-ICA2\S111-G\S111-MX,Master\281MCA2\C928\C928G\C318,,,,,,,,MPU,,√,MPU_ERROR_CODE,,,,,,,,,,,,,,,
0x03,恢复车辆设置 ,0x00,0300,恢复车辆设置,CarCabinManager,ID_VENDOR_CAR_FACTORY_RESET,0x214015E6(557848038),VENDOR_CAR_FACTORY_RESET,"MCU处理
HU_RKEUnlockDoorTypeSet
HU_AutoSpeedLockSet
HU_AutoIGNOFFUnlockSet
HU_MirrorAutoFoldSet
HU_AutowindSet1
HU_AutowindSet2
HU_AutowindSet3
HU_HMAEnable
HU_FollowMeHomeLightSet
HU_LaneChangeTurnLightSet
HU_CruiseControlSet
HU_ACCObjEnable
HU_LASModeSelection
HU_LASWarningModeSelection
HU_LDWShakeLev
HU_SLASwitch
HU_OverspeedWarningEnable
HU_OverspeedSoundWarEnable
HU_FCWSetting
HU_RCWEnable
HU_AutoBrakeEnable
HU_SEWEnable
HU_AudioWarningEnable
HU_BSDLCAEnable
HU_BSDLCASetting
HU_DrvMod
HU_DrvMod2
PCU_CoastLevel
HU_eDTEDesignformula
HU_EngDistSw",,-1,1,VehiclePropertyReq,Master\C281（H15T）燃油基础款\C281-RDE\C281-RED-PHEV\C281ICA1ICE\C281PHEV\S401-MCA2\S311 MCA\S311ICA5\C301-MCA\C589\C589-1\S311MCA-IGUF\C589_IGUF\C589-RU\S311ICA5-G\C301-G\C281ICA1PHEV\S203ICA1PHEV\C589PHEV\C589-2\C589ICA1\S203-2\C281-3\C589-G2\S203-G\G393\C589EV\CD569-PHEV\CD569PHEV-ICA\CD569-DA\CD569-1\CD569-2\S202-ICA\S203\S203SVP\S203-1\S203ICA1-ICE\S311PHEV\C211-MCA-rr\S111 MCA 2022年年度款\S111-ICA2-RDE\C211-ICA-2（短平快）\C301-ICA2\S301-MCA\S301-MCA-2\S302-ICA2\S111-G\S111-MX,Master\281MCA2\C928\C928G\C318,C857/C857海外,Master\J90K,,,,否,,MPU,MCU,√,MPU_RESET_ALL_CONFIG_SET_INFO,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0x02,0302,仪表恢复车辆设置,CarCabinManager,ID_IVS_CAR_FACTORY_RESET,0x2140355B(557856091),IVS_CAR_FACTORY_RESET,,,,1,VehiclePropertyReq,,Master\281MCA2,C857/C857海外,Master\J90K,,,,否,,MPU,IP,√,,,,,,,,,,,,,,,,
,,0x03,0303,仪表恢复车辆设置反馈,CarCabinManager,ID_IVS_CAR_FACTORY_RESET,0x2140355B(557856091),IVS_CAR_FACTORY_RESET,,,-1,1,0x0=成功；0x1=失败,,Master\281MCA2,C857/C857海外,Master\J90K,,,否,否,,IP,MPU,√,,,,,,,,,,,,,,,,
0x04,握手认证信息,0x00,0400,MPU握手认证开始命令,,,,HANDSHAKE,,,,,NA,Master\C281（H15T）燃油基础款\C281-RDE\C281-RED-PHEV\C281ICA1ICE\C281PHEV\S401-MCA2\S311 MCA\S311ICA5\C301-MCA\C589\C589-1\S311MCA-IGUF\C589_IGUF\C589-RU\S311ICA5-G\C301-G\C281ICA1PHEV\S203ICA1PHEV\C589PHEV\C589-2\C589ICA1\S203-2\C281-3\C589-G2\S203-G\G393\C589EV\CD569-PHEV\CD569PHEV-ICA\CD569-DA\CD569-1\CD569-2\S202-ICA\S203\S203SVP\S203-1\S203ICA1-ICE\S311PHEV\C211-MCA-rr\S111 MCA 2022年年度款\S111-ICA2-RDE\C211-ICA-2（短平快）\C301-ICA2\S301-MCA\S301-MCA-2\S302-ICA2\S111-G\S111-MX,Master\281MCA2\C928\C928G\C318,,,,,否,否,,MPU,,√√√,MPU_HANDSHAKE,,,,,,,,,,,,,,,
,,0x01,0401,反馈MPU握手数据,,,,ACK_HANDSHAKE,,,,,NA,,,,,,,否,否,,MCU,,√,MCU_ACK_HANDSHAKE,,,,,,,,,,,,,,,
,,0x02,0402,MCU握手认证开始命令,,,,HANDSHAKE,,,,,NA,Master,Master\281MCA2\C928\C928G\C318,,,,,否,否,,MCU,,√√√,MCU_HANDSHAKE,,,,,,,,,,,,,,,
,,0x03,0403,反馈MCU握手数据,,,,ACK_HANDSHAKE,,,,,NA,C281（H15T）燃油基础款\C281-RDE\C281-RED-PHEV\C281ICA1ICE\C281PHEV\S401-MCA2\S311 MCA\S311ICA5\C301-MCA\C589\C589-1\S311MCA-IGUF\C589_IGUF\C589-RU\S311ICA5-G\C301-G\C281ICA1PHEV\S203ICA1PHEV\C589PHEV\C589-2\C589ICA1\S203-2\C281-3\C589-G2\S203-G\G393\C589EV\CD569-PHEV\CD569PHEV-ICA\CD569-DA\CD569-1\CD569-2\S202-ICA\S203\S203SVP\S203-1\S203ICA1-ICE\S311PHEV\C211-MCA-rr\S111 MCA 2022年年度款\S111-ICA2-RDE\C211-ICA-2（短平快）\C301-ICA2\S301-MCA\S301-MCA-2\S302-ICA2\S111-G\S111-MX,,,,,,否,否,,MPU,,√,MPU_ACK_HANDSHAKE,,,,,,,,,,,,,,,
,,0x04,0404,主动上报状态请求,,,,UPLOAD_STATUS_REQ,,,,,NA,,Master\281MCA2\C928\C928G\C318,,,,,否,,,,,,,,,,,,,,,,,,,,,
0x06,驾驶操控,0x00,0600,HDC开关,CarAdasManager,ID_ADAS_HDC_CONTROL_ON,0x214012F0(557847280),ADAS_HDC_CONTROL_ON,HU_HDCStatusSetReq,,,1,常量：VehiclePropertyValue,Master\C281（H15T）燃油基础款\C281-RDE\C281-RED-PHEV\C281ICA1ICE\C281PHEV\S401-MCA2\S311 MCA\S311ICA5\C301-MCA\C589\C589-1\S311MCA-IGUF\C589_IGUF\C589-RU\S311ICA5-G\C301-G\C281ICA1PHEV\S203ICA1PHEV\C589PHEV\C589-2\C589ICA1\S203-2\C281-3\C589-G2\S203-G\G393\C589EV\CD569-PHEV\CD569PHEV-ICA\CD569-DA\CD569-1\CD569-2\S202-ICA\S203\S203SVP\S203-1\S203ICA1-ICE\S311PHEV\C211-MCA-rr\S111 MCA 2022年年度款\S111-ICA2-RDE\C211-ICA-2（短平快）\C301-ICA2\S301-MCA\S301-MCA-2\S302-ICA2\S111-G\S111-MX,Master\281MCA2\C928\C928G\C318,C857/C857海外,Master\J90K,,,,是,,MPU,MCU,√,MPU_ADAS_HDC_CONTROL_SET_INFO,,,,,,,,,,,,,,,
,,0x01,0601,ESC开关,CarCabinManager,ID_DRIVE_ESC_ON,0x21401000(557846528),DRIVE_ESC_ON,HU_ESPStatusSetReq,,,1,常量：VehiclePropertyValue,Master\C281（H15T）燃油基础款\C281-RDE\C281-RED-PHEV\C281ICA1ICE\C281PHEV\S401-MCA2\S311 MCA\S311ICA5\C301-MCA\C589\C589-1\S311MCA-IGUF\C589_IGUF\C589-RU\S311ICA5-G\C301-G\C281ICA1PHEV\S203ICA1PHEV\C589PHEV\C589-2\C589ICA1\S203-2\C281-3\C589-G2\S203-G\G393\C589EV\CD569-PHEV\CD569PHEV-ICA\CD569-DA\CD569-1\CD569-2\S202-ICA\S203\S203SVP\S203-1\S203ICA1-ICE\S311PHEV\C211-MCA-rr\S111 MCA 2022年年度款\S111-ICA2-RDE\C211-ICA-2（短平快）\C301-ICA2\S301-MCA\S301-MCA-2\S302-ICA2\S111-G\S111-MX,Master\281MCA2\C928\C928G\C318,C857/C857海外,Master\J90K,,,,是,,MPU,MCU,√,MPU_DRIVE_ESC_SET_INFO,,,,,,,,,,,,,,,
,,0x02,0602,转向助力模式,CarCabinManager,ID_DRIVE_SWC_EPS_MODE,0x21401004(557846532),DRIVE_SWC_EPS_MODE,HU_EPSTorqueModeSet,,,1,"0x0=Inactive ；
0x1=Normal；
0x2=light；
0x3=heavy；
0x4-0x7=Reserved",Master\C281（H15T）燃油基础款\C281-RDE\C281-RED-PHEV\C281ICA1ICE\C281PHEV\S401-MCA2\S311 MCA\S311ICA5\C301-MCA\C589\C589-1\S311MCA-IGUF\C589_IGUF\C589-RU\S311ICA5-G\C301-G\C281ICA1PHEV\S203ICA1PHEV\C589PHEV\C589-2\C589ICA1\S203-2\C281-3\C589-G2\S203-G\G393\C589EV\CD569-PHEV\CD569PHEV-ICA\CD569-DA\CD569-1\CD569-2\S202-ICA\S203\S203SVP\S203-1\S203ICA1-ICE\S311PHEV\C211-MCA-rr\S111 MCA 2022年年度款\S111-ICA2-RDE\C211-ICA-2（短平快）\C301-ICA2\S301-MCA\S301-MCA-2\S302-ICA2\S111-G\S111-MX,Master\281MCA2\C928\C928G\C318,C857/C857海外,Master\J90K,,,,否,,MPU,MCU,√,MPU_DRIVE_SWC_EPS_MODE_SET_INFO,,,,,,,,,,,,,,,
,,0x03,0603,怠速启停,CarCabinManager,ID_DRIVE_ENGINE_STOP_START_ON,0x21400FA2(557846434),DRIVE_ENGINE_STOP_START_ON,HU_STTEnable,,,1,常量：VehiclePropertyValue,Master\C281（H15T）燃油基础款\C281-RDE\C281-RED-PHEV\C281ICA1ICE\C281PHEV\S401-MCA2\S311 MCA\S311ICA5\C301-MCA\C589\C589-1\S311MCA-IGUF\C589_IGUF\C589-RU\S311ICA5-G\C301-G\C281ICA1PHEV\S203ICA1PHEV\C589PHEV\C589-2\C589ICA1\S203-2\C281-3\C589-G2\S203-G\G393\C589EV\CD569-PHEV\CD569PHEV-ICA\CD569-DA\CD569-1\CD569-2\S202-ICA\S203\S203SVP\S203-1\S203ICA1-ICE\S311PHEV\C211-MCA-rr\S111 MCA 2022年年度款\S111-ICA2-RDE\C211-ICA-2（短平快）\C301-ICA2\S301-MCA\S301-MCA-2\S302-ICA2\S111-G\S111-MX,Master\281MCA2\C928\C928G\C318,C857/C857海外,Master\J90K,,,,是,,MPU,MCU,√,MPU_DRIVE_ENGINE_STOP_START_SET_INFO,,,,,,,,,,,,,,,
,,0x04,0604,助力模式驾驶模式联动设置,CarCabinManager,ID_DRIVE_EPS_TORQ_SYN_SET,0x21403422(557855778),DRIVE_EPS_TORQ_SYN_SET,HU_EPSTorqSYNSet,,,1,常量：VehiclePropertyValue,Master\C281（H15T）燃油基础款\C281-RDE\C281-RED-PHEV\C281ICA1ICE\C281PHEV\S401-MCA2\S311 MCA\S311ICA5\C301-MCA\C589\C589-1\S311MCA-IGUF\C589_IGUF\C589-RU\S311ICA5-G\C301-G\C281ICA1PHEV\S203ICA1PHEV\C589PHEV\C589-2\C589ICA1\S203-2\C281-3\C589-G2\S203-G\G393\C589EV\CD569-PHEV\CD569PHEV-ICA\CD569-DA\CD569-1\CD569-2\S202-ICA\S203\S203SVP\S203-1\S203ICA1-ICE\S311PHEV\C211-MCA-rr\S111 MCA 2022年年度款\S111-ICA2-RDE\C211-ICA-2（短平快）\C301-ICA2\S301-MCA\S301-MCA-2\S302-ICA2\S111-G\S111-MX,Master\281MCA2\C928\C928G\C318,C857/C857海外,Master\J90K,,,,是,,MPU,MCU,√,MPU_DRIVE_EPS_TORQ_SYN_SET_SET_INFO,,,,,,,,,,,,,,,
,,0x05,0605,目标踏板感模式开关,CarCabinManager,ID_DRIVE_BRAKE_MODE_SET,0x2141346A(557921386),DRIVE_BRAKE_MODE_SET,HU_BrakeModeSetStaus,,,1,0x0=Inactive ；0x1=Normal；0x2=Sport；0x3=Reserved,Master\C281（H15T）燃油基础款\C281-RDE\C281-RED-PHEV\C281ICA1ICE\C281PHEV\S401-MCA2\S311 MCA\S311ICA5\C301-MCA\C589\C589-1\S311MCA-IGUF\C589_IGUF\C589-RU\S311ICA5-G\C301-G\C281ICA1PHEV\S203ICA1PHEV\C589PHEV\C589-2\C589ICA1\S203-2\C281-3\C589-G2\S203-G\G393\C589EV\CD569-PHEV\CD569PHEV-ICA\CD569-DA\CD569-1\CD569-2\S311PHEV,Master\281MCA2\C928\C928G\C318,C857/C857海外,Master\J90K,,,,否,,MPU,MCU,√,MPU_DRIVE_BRAKE_MODE_SET,,,,,,,,,,,,,,,
,,0x06,0606,动力输出,CarCabinManager,ID_DRIVE_POWER_OUT_PUT,0x2140348F(557855887),"DRIVE_POWER_OUT_PUT","HU_PowerOutput
phev：HU_PowerOutputReq",,,1,"0x0=inactive；
0x01=佛系；
0x02=普通；
0x03=激进；
0x04~0x6=Reserved（保留）；
0x7=Invalid；",Master\C281（H15T）燃油基础款\C281-RDE\C281-RED-PHEV\C281ICA1ICE\C281PHEV\S401-MCA2\S311 MCA\S311ICA5\C301-MCA\C589\C589-1\S311MCA-IGUF\C589_IGUF\C589-RU\S311ICA5-G\C301-G\C281ICA1PHEV\S203ICA1PHEV\C589PHEV\C589-2\C589ICA1\S203-2\C281-3\C589-G2\S203-G\G393\C589EV\CD569-PHEV\CD569PHEV-ICA\CD569-DA\CD569-1\CD569-2\S311PHEV,Master\281MCA2\C928\C928G\C318,C857/C857海外,Master\J90K,,,,否,,MPU,MCU,,,,,,,,,,,,,,,,,
,,0x09,0609,原地掉头功能状态设置,CarCabinManager,ID_DRIVE_TANK_TURN_STATUS,0x21403574(557856116),DRIVE_TANK_TURN_STATUS,HU_TankTurnStatusSetReq,,,1,"0x0=Inactive；
0x1=Off；
0x2=Snow；
0x3=Grassland；
0x4=Sandstone；
0x5=Reserved；
0x6=Error；",,Master\281MCA2\C318,C857/C857海外,Master\J90K,,,,否,,MPU,MCU,,,,,,,,,,,,,,,,,
,,0x0B,060B,云端智能能量管理开关,CarCabinManager,ID_CLOUD_ENERGY_MANAGE_SWITCH, 0x21404159(557859161),CLOUD_ENERGY_MANAGE_SWITCH,"新项目(8675)：HU_EnergyManagementSwitchStatus云端智能能量管理开关
老项目(8666)：HU_EnergyManagementSwitch",,,1,"0x0=Inactive；
0x1=OFF；
0x2=ON；",Master\C281ICA1PHEV\S203ICA1PHEV\C589PHEV\C589-2\C589ICA1\S203-2\C281-3,Master\281MCA2\C928\C928G\C318,,,,,,否,,MPU,-,,,,,,,,,,,,,,,,,
,,0x0C,060C,转向助力模式请求,CarCabinManager,ID_DRIVE_SWC_EPS_MODE_REQ, 0x21404157(557859159),DRIVE_SWC_EPS_MODE_REQ,BCM_EPSTorqueMode转向助力模式请求,,,1,0x0=normal ； 0x1=light ； 0x2=heavy ； 0x3=reserved,,,,,,,,否,,MPU,-,,,,,,,,,,,,,,,,,
,,0x0F,060F,拖挂模式设置,CarCabinManager,ID_TRM_MODE,0x29404190(692076944),TRM_MODE,HU_TrmModeSet,,,2,byte[0]=0x00，byte[1]=HU_TrmModeSet(0x0=inactive；0x1=Off；0x2=On;0x3=Reserved；),,,C857海外,,,,否,,,MPU,MCU,,,,,,,,,,,,,,,,,
,,0x10,0610,车流限速开关设置,CarCabinManager,ID_HU_IDA_ENABLE,0x214035F0(557856240),HU_IDA_ENABLE,HU_IDAEnable,,,1,0x0=inactive；0x1=off；0x2=on；0x3=reserved；,,Master\281MCA2\C928\C928G\C318,,,,,否,否,,MPU,MCU,,,,,,,,,,,,,,,,,
,,0x11,0611,双怠速型式认证使能,CarCabinManager,ID_DRIVE_ENG_DU_IDLE_ENABLE,0x21404191(557859217),DRIVE_ENG_DU_IDLE_ENABLE,HU_EngDuIdleEnable,,,1,0x0=Inactive；0x1=On；0x2=Off；0x3=Reserved；,,,C857海外,,,,,,,,,,,,,,,,,,,,,,,,,
,,0x12,0612,双怠速模式,CarCabinManager,ID_DRIVE_ENG_DU_IDLE_MODE,0x21404192(557859218),DRIVE_ENG_DU_IDLE_MODE,HU_EngDuIdleMode,,,1,"0x0=Inactive；0x1=low idle mode；
0x2=high idle mode；0x3=Reserved；",,,C858海外,,,,,,,,,,,,,,,,,,,,,,,,,
,,0x14,0614,转向无极模式请求,CarCabinManager,ID_EPS_CUSTOM_MODE_SET,0x21403647(557856327),EPS_CUSTOM_MODE_SET,HU_EpsCustomModeSet,,,1,"0x0=Inactive；
0x1-0x65=0%-100%；
0x66-0x7F=invalid",,Master\281MCA2,,,,,否,否,,MPU,MCU,,,,,,,,,,,,,,,,,
,,0x15,0615,目标踏板感模式开关（无极模式）,CarCabinManager,ID_ELECT_BRAKE_MODE_SET_STATUS,0x2140364A(557856330),ELECT_BRAKE_MODE_SET_STATUS,HU_ElectrodelessBrakeModeSetStatus2   目标踏板感模式开关（无极模式）,,,1,0x00=inactive；0x01-0x64=1%-100%；0x65-0xFE=Reserved；0xFF=Invalid；,,Master\281MCA2,,,,,否,否,,MPU,MCU,,,,,,,,,,,,,,,,,
,,0x16,0616,BDC手动清洁设置状态,CarCabinManager,ID_BDC_SWT_SET,0x2140364B(557856331),BDC_SWT_SET,HU_BDCSwtSet    BDC手动清洁设置状态,,,1,0x0=no request；0x1=Off；0x2=On；0x3=Reserved,,Master\281MCA2,,,Master\B216高配,制动盘清洁手动模式,否,否,,MPU,MCU,,,,,,,,,,,,,,,,,
,,0x19,0619,踏板感模式状态,CarCabinManager,ID_IBCU_ELECTRODELESS_BRAKEMODE,0x29403654(692074068),IBCU_ELECTRODELESS_BRAKEMODE,HU_ElectrodelessBrakeModeSetStatus2   目标踏板感模式开关（无极模式）,,,2,"data[0]=0x0，Reserved
data[0]=0x01，data[1]=HU_ElectrodelessBrakeModeSetStatus2（0x00=inactive；0x01-0x64=1%-100%；0x65-0xFE=Reserved；0xFF=Invalid）",,Master\281MCA2,,,,,是,否,,MCU,MPU,,,,,,,,,,,,,,,,,
,,0x1A,061A,无极模式请求,CarCabinManager,ID_EPS_CUSTOM_MODE,0x29403655(692074069),EPS_CUSTOM_MODE,HU_EpsCustomMode        转向无极模式请求,,,2,"data[0]=0x00,data[1]=HU_EpsCustomMode(0x0=Inactive；0x1-0x64=1%-100%；0x65-0x7F=invalid）",,Master\281MCA2,,,,,是,否,,MCU,MPU,,,,,,,,,,,,,,,,,
,,0x1F,061F,越野模式请求,CarCabinManager,ID_OFF_ROAD_MODE,0x2140365E(557856350),OFF_ROAD_MODE, HU_OffRoadModeReq  越野模式请求,,,1,"0x0=Inactive ；
0x1=Open；
0x2=Close；
0x3=Reserved",,Master\281MCA2\C928\C928G\C318,,,,,否,否,,MPU,MCU,,,,,,,,,,,,,,,,,
,,0x20,0620,蓝鲸数智增程请,CarCabinManager,ID_EXTENDED_RANGE,0x2140365F(557856351),EXTENDED_RANGE, HU_ExtendedRangeReq  蓝鲸数智增程请求,,,1,"0x0=Inactive ；
0x1=Open；
0x2=Close；
0x3=Reserved",,Master\281MCA2\C928\C928G\C318,,,,,否,否,,MPU,MCU,,,,,,,,,,,,,,,,,
,,0x24,0624,Reserve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
